"date","user_id","wellbeing","meditated","sleep_time","did_sport","steps","sweets","walk","gratitude"
"2024-12-22","e0e084c5-2308-4080-b217-90d5875fa312","5","false","10.5","true","0","null","null","Eingerollter Vusko, Luca Kuschelbedürfnis, Kindervideos gucken und tanzen"
"2024-12-23","e0e084c5-2308-4080-b217-90d5875fa312","7","false","11","true","0","null","null","50 push-ups, Selbstgespräche"
"2024-12-24","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","8.5","false","8500","null","null","Meditation is awesome. Improves quality of life. Enjoyed going to church. Going inward, observing, feeling.
Christmas. Thank you.
Grateful to have such good parents, enjoyed the evening with them.
Walking, church, playing cards and the presents. Enjoyed giving to others. Enjoyed talking to jeelka. 
It is nice to have people how care about me. 
Enjoyed playing video games. Enjoyed my morning walk with podcast.
Different habits here.
Enjoyed sleeping how I want to."
"2024-12-27","e0e084c5-2308-4080-b217-90d5875fa312","7","true","8","true","69","true","false","Jendriks Bioladen sehen: entspannte Atmosphäre, Luca 1000 Küsse"
"2024-12-21","a41f22a9-1bab-4495-bc82-949f217439ab","6","false","8.5","false","11000","null","null","I am grateful for the sauna trip with my dad. For my awesome girlfriend jeelka. And for the nature I saw on my morning walk."
"2024-12-22","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","8","true","7000","null","null","I am grateful for going to the gym with my dad. It was a nice experience being together also going to the gym again was nice. Grateful for the food my mother makes me. Tasty."
"2024-12-27","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","9","false","8700","true","true","Thank you for being alive. For being able to experience this day. To make choices, to move. To have the freeedom to play video games. To be able to choose.
To have an intuition that tells me what to do."
"2024-12-23","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","8","false","17000","null","null","Grateful for the opportunity to learn web dev from group up, to do things in a basic way.
I am grateful for my awesome girlfriend and her love.
For having a home I can come back to.
For having friends I can rely on."
"2024-12-25","e0e084c5-2308-4080-b217-90d5875fa312","7","false","8","true","3","true","false","Ruhe und Coden, Pygmalion"
"2024-12-25","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","8","false","14000","true","true","I have an awesome girlfriend, who wants to work with my on this tracker right here. Enjoyed talking to Mike, got new ideas, invite to Uni, build meditation app, go with the flow. I live a good life."
"2024-12-26","e0e084c5-2308-4080-b217-90d5875fa312","4","true","7","true","34","true","false","So viele Verwandte, mit denen ich reden kann. Eltern, mit denen ich analysieren kann, was gerade bei mir abgeht"
"2024-12-26","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","7","false","9500","true","true","David birthday. Meeting relatives and their Gastfreundschaft, cake. Playing games wit them. Tomorrow see jeelka again. Video game stones hard much fun."
"2024-12-30","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","7.5","false","6000","true","true","Smile - to myself
I have so many awesome people that support me, especially jeelka and my mother.
It feels great and I am very thankful to be so welcomed in Jeelka’s home and by her parents.
Cats are nice"
"2024-12-28","e0e084c5-2308-4080-b217-90d5875fa312","8","false","8","true","18","true","true","Luca's Freunde kennenlernen und sich gut mit denen verstehen"
"2024-12-28","a41f22a9-1bab-4495-bc82-949f217439ab","7","false","8","false","11000","true","true","My birthday party, very nice. Enjoyed to meet everybody again.
Mama caring for me.
Cuddle jeelka.
Talk Dušan short but nice, reflectionevening short with jeelka on friends also nice."
"2024-12-29","e0e084c5-2308-4080-b217-90d5875fa312","6","true","8.5","true","33","true","false","Mit Luca als Ente aufm Badezimmerboden hocken
Reges Raclette"
"2024-12-29","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","7.5","true","2000","true","false","I am grateful for jeelka helping and listing to me.
For my mother’s funny ideas and the birthday she organized at home. Her gifts, the thought she put into them.
Seeing Timi again, taking, exchanging.
I am grateful, that my mother loves me."
"2024-12-30","e0e084c5-2308-4080-b217-90d5875fa312","4","false","7","true","49","true","true","Schöner Spaziergang mit Luca, Familie wiedersehen"
"2024-12-31","e0e084c5-2308-4080-b217-90d5875fa312","8","false","10.5","false","24","true","true","Reflexionszeit - Chaos ordnen 
Silvester feiern mit Luca und coolen Leuten"
"2024-12-31","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","7.5","false","23000","true","true","Jeelka lieb.
Silvester Party with jeelka friends. Pretty cool, fun. Enjoyed the welcoming atmosphere. Bit of deep talk."
"2025-01-01","e0e084c5-2308-4080-b217-90d5875fa312","4","true","6","true","24","true","false","Bastelzeit, Tee mit Familie"
"2025-01-01","a41f22a9-1bab-4495-bc82-949f217439ab","5","true","7.5","false","1500","true","false","1.!A needed day off. 
2. Got a small game and money from Jeelka’s grandma, enjoyed. Played game, fun.
3. Reflection in the evening with jeelka"
"2025-01-02","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","8","false","7800","false","true","1. Had some time being bored
2. Playing hitster with Jeelka’s family
3.  Bath with jeelka
4.started out tired but got more energy throughout the day
5. Stocks go brrrrr"
"2025-01-02","e0e084c5-2308-4080-b217-90d5875fa312","5","true","7","true","46","true","false","Baden mit Luca, Produktivitätsreflexion, warmes Haus, keine Haushaltsaufgaben, Sonnenstrahlen"
"2025-01-03","e0e084c5-2308-4080-b217-90d5875fa312","7","true","9","true","38","true","false","Oma eine Freude machen können: Ihr Strahlen und ihre Zufriedenheit 
Im Café sitzen, reden und die Stimmung genießen 
Luca die alten Dias zeigen 
Mit Luca Rulleke backen, schreien und tanzen
Mehr Fokus beim Lernen, reflektieren können"
"2025-01-03","a41f22a9-1bab-4495-bc82-949f217439ab","6","null","9","null","5000","null","null","1. Great walk in the morning, went to supermarket and baker. Fresh morning air and the sun!
2. It snowed!
3. Ate cake and coffee with jeelka Jendrik and her Oma.
4. Pizza and ruleke, nice food"
"2025-01-04","e0e084c5-2308-4080-b217-90d5875fa312","5","false","9","true","25","true","false","Essen mit Familie, Speckendicken, Traditionen 
Eltern fahren uns nach Brücki 
Luca tröstet Heimweh, schönes Gespräch über Zeit, Familie, Altern"
"2025-01-04","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","9","false","7000","true","true","1. Specken dicken bei Jeelka Oma essen lecker, danke Oma
2. Jeelka’s Eltern fahren uns heim
3 Jeelka Eltern bohren Loch für Bilder. Bird hängt, sie sehr nice aus"
"2025-01-05","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","9","false","8000","true","true","1. Life is good
2. I feel like I am on the right path
3. “Deep work” good book, fun read, learn
4. Lean startup, decent book, decent learn
5. The fucking knifes we got for Christmas, aaaaah, so sharp. Cutting is pure pleasure.
6. Jeelka make poppy corny 
7. It snow
8. I chill today much and got much done
9. Modeling lecture, learned cool stuff
10. Build my chair, awesome chair much thanks
11. Am excited for bjj again"
"2025-01-05","e0e084c5-2308-4080-b217-90d5875fa312","5","null","9","null","36","null","null","Pistaziencreme, Luca umarmen, Heizung haben, Wohlfühlwohnung"
"2025-01-06","e0e084c5-2308-4080-b217-90d5875fa312","4","false","7.5","true","44","true","false","Schönes Tutorium, viele Fragen beantwortet 
Witziger Gast Coen, schön mit vielen Coxis Ice Skaten zu gehen
Luca, der mir beim Coden hilft"
"2025-01-12","e0e084c5-2308-4080-b217-90d5875fa312","7","true","9.5","true","19","true","true","Puzzle, Spaziergang und tiefe Unterhaltung mit Luca, Sonnenkalender zu Ende basteln, Essen bei Orchideen Bubble Tea, Exit Puzzle"
"2025-01-06","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","9","false","10000","true","true","1. Had an awesome guest lecture on modeling on cognitive modeling in the context of games and gameifcation. Really inspiring.
2. Good conversation with Fynn in the morning, on Nietzsche, and my has his philosophy and point in life.
3. Gregor hoerzer der Blut Hund
4. Had 1 really good deep work session on neuro info
5. I feel like I am on the right path, specially regarding my own project, learning more every day
6. We are hosting a couch surfer, new person to talk to. He is semi interesting, but it is refreshing."
"2025-01-07","e0e084c5-2308-4080-b217-90d5875fa312","5","false","8.5","true","46","true","true","Staying home, Sonnenstrahlen, im assignment vorankommen, Suppe kochen, Luca umarmen"
"2025-01-07","a41f22a9-1bab-4495-bc82-949f217439ab","6","null","9","null","4000","null","null","1. Jeelka mad good soup soup
2. Funny conversation with Leon / Sören / Fynn
3. Sören helped me learn a lot, thank you
4. Got a lot down for neuro informatics. I imagine myself to have good chance of a good grade. Was a lot of work though. 
5. Jeelka is helping me out"
"2025-01-08","e0e084c5-2308-4080-b217-90d5875fa312","4","true","8.5","true","30","true","false","Menschen zusammen bringen beim reFRESHMENt, Stats noch schaffen, Menschen, die mich unterstützen"
"2025-01-08","a41f22a9-1bab-4495-bc82-949f217439ab","6","null","8.5","null","8000","true","null","1. Neuroinfo exam went well
2: jeelka supporting me
3. Game night was fun
4. I had some time just for myself, with the intention to do nothing"
"2025-01-09","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","8","true","16000","false","true","1. Meditation in the morning with Tom was very nice
2.crousaint with pistachio, good shit.
3. Bjj again, nice, good trash talk with the boys
4. Modelling lecture was interesting 
5. Talk with ankicard was nice
6. Enjoyed picking up the stepper, I have a stepper now and I got to have a. Ice bus ride, walk, see new place, second hand store, and call mom
7. Quick and easy worky day
8. The grandma who took hour korbseesel with her cats was cute, also took 2 monitors"
"2025-01-09","e0e084c5-2308-4080-b217-90d5875fa312","6","false","8","true","23","true","false","Luca Zeit verbringen, Zeit im Grüner Jäger, munter aufwachen, alle Vorhaben schaffen, ich kann noch durchkommen beim Kickboxen"
"2025-01-10","e0e084c5-2308-4080-b217-90d5875fa312","7","true","7.5","null","36","null","null","Entspannungszeit, Zeit mit Luca und Pisa"
"2025-01-10","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","8","true","7500","true","true","1. Good food, Bread, oven vegetables with pods and jeelka
2. Meeting Pisa evening was nice
3. Kjell cal
4. Felt I made some useful stuff for work with the automated testing g
5. Finally managed to do some meme task stuff as well as try adverstiment, fiverr and Pisa
6. Had idea about prof/lecture review website. Want to build that, sound fun and useful"
"2025-01-11","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","8","true","8000","false","true","Very nice day
1. Training bjj in six with Cedric 
2. Meeting Cedric spontaneously going to his home, cooking and lots of talking with him and his girlfriend Simone, aes, fighting, life and religion, good stuff
3. Morning with Pisa nice, also managed to do a lot of small productive stuff that needed to be dond
4. Jeelka morning buns
5 . I ak on the right path"
"2025-01-11","e0e084c5-2308-4080-b217-90d5875fa312","6","true","7.5","true","26","true","true","Spaziergang mit Annika, Logic und Gespräch mit Luca, entspannt assignment coden"
"2025-01-13","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","8","true","6000","false","true","1. Enjoyed helping out in logic self study session
2. Bjj in evening
3. Listening to children of time 
4. Enjoyed participation in website testing study"
"2025-01-12","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","7.5","true","7600","true","true","1. Sunday, free time, chill, boredom
2. Dinner with jeelka, went for walk, very good deep conversation, on video games, schedule, forgetting and other things
3. Good food for dinner
4. Thank la to the guy who build this house"
"2025-01-13","e0e084c5-2308-4080-b217-90d5875fa312","4","false","6","true","26","false","false","Luca, Wohnung, Schlaf, Ohrenstöpsel, reden mit Hanna, gemeinsam kochen, gute Experimentdaten providen, stabile Beziehungen, Dankbarkeit mit Luca"
"2025-01-14","a41f22a9-1bab-4495-bc82-949f217439ab","7","null","8","null","9000","null","null","1. I enjoyed the game night with max and the others, 6 people, cooking, talking and fun. 
2. I enjoyed waking up early, at 7, and being productive right away, feels like I get more done.
3. I enjoyed doing all the small orga stuff
4. Going to a cafe with Jeelka spontaneously 
5. Last SWE Testat
6. Mediation in the morning/ break
7. Breakfast with jeelka"
"2025-01-14","e0e084c5-2308-4080-b217-90d5875fa312","6","true","9","true","24","true","false","Spieleabend, rumalbern, in Deep Learning vertiefen, Studie Quiz, Café mit Luca"
"2025-01-15","e0e084c5-2308-4080-b217-90d5875fa312","4","false","8","true","20","true","false","Lesen, Musik, Luca bringt mir Stracciatella Joghurt mit"
"2025-01-15","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","7.5","false","7800","false","true","1. Lighting talks were awesome. Quick talks of the profs, hearing what’s happening, really cool stuff
2. Gregor said there is no more wnsday session, nice
3. Lots of time off today. Free to spent how I wanted. Actually didn’t know what to do will all that time. Groceries, video games, a bit jeelka, but also experimenting with genAi V0 to build stuff
4. Tadty Mensa, fast dinner
5. Enjoyed some boredome"
"2025-01-16","e0e084c5-2308-4080-b217-90d5875fa312","3","false","8.5","true","23","true","true","Heimat, zuhause ankommen, Vusko, Familie, Kurs fällt aus und ich habe auf einmal Zeit, probe exam bauen zusammen mit Cara, Luca packt mein Buch ein, Erinnerung: Busfahrer fährt Extrarunde im Kreisel"
"2025-01-16","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","8.3","true","7500","false","true","1.bjj was good
2. Best breakfast good stuff
3. Good Mensa food. And nice talk
4. Enjoyed modelling
5. Enjoyed taking to max, bogdan, Benjamin, Lenard ….
6. Evening alone nice
7. Talking to Brent about me wanting to do other tasks felt good, good direction
8. Wierd and hard to find problem in sidebar, because of rerenders because of state updates was fun to work on"
"2025-01-17","e0e084c5-2308-4080-b217-90d5875fa312","5","false","9","true","22","true","false","Vusco, Lesen, Sport machen, Familie und großes Haus haben"
"2025-01-17","a41f22a9-1bab-4495-bc82-949f217439ab","7","true","8","true","8600","false","true","1, woke up, morning sport, mediation, good stuff
2. 4 times 1,5 hours works good m, much deep work, got a lot done
3. So and the web presentation nice, relates to chat bot
4. Found error for databites lots of time but worth it"
"2025-01-20","e0e084c5-2308-4080-b217-90d5875fa312","6","false","7.5","true","52","false","false","Lesen, Luca weil er verständnisvoll ist und für mich da sein will, Soja Zudels, Papa der mich zum Bahnhof fährt"
"2025-01-18","e0e084c5-2308-4080-b217-90d5875fa312","4","false","7.8","true","19","true","false","Vusko, Lesen, Opa eine Freude machen, in Ruhe denken"
"2025-01-18","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","8.2","true","14000","false","true","1. morning routine was noice
2. going with Rachel to the market. Talking to her again. The BACKFISCH. The bread dips and the cool guy selling them. 
3. cooking experiment with new pan
4. going for a walk, talking to parents. Lots of walking in general.
5. chill time, lots and lots of time I could spent however I want to. Good stuff
6. coding on moodnodles, curser good shit. 
7. reading books, listing to children of time
8. working on modeling assignment worked well, but the assignment was a little wack as well"
"2025-01-19","e0e084c5-2308-4080-b217-90d5875fa312","6","false","9.8","true","33","true","true","Anne auf Green Gables lesen, Text schreiben, Spaziergang mit Familie, lustige Telegramm Unterhaltung, vor dem Kamin sitzen und entspannen"
"2025-01-19","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","8","true","12000","true","true","1. talking a long nice walk outside. 
2. seeing the ducks, the pond. The pond was really nice, playing with the ice, through rocks on it
3. walking and listening to children of time, good book
4. meeting shila, bullshtijf, shitty music, having fun, showing her the ducks
5. memetask development with her, ai memes, automatic posting etc. 
6. short talk to jeelka
7. lots of reading as well"
"2025-01-20","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","6.5","true","6000","true","true","1. Jeelka is back, back again, nice to see her
2. Good morning routine sport and mediation gives me lots of energy
3. Bjj, talking to the boys and the serious quick round with Philip
4. Zoodles for dinner, evening with jeelka, chill and read
5. Finishing modeling project
6. Neuroinfo grade 1.3 good
7. Mensa with Alex and his friends, was a lot of fun bullshtinf, meeting new people"
"2025-01-21","e0e084c5-2308-4080-b217-90d5875fa312","8","true","8.4","true","17","true","true","mehr Freizeit, fokussiertes Arbeiten, Energie zum Sport machen, Spaziergang in der Natur, matschige Hosen, Wind in den Bäumen, Anne Buch, Ausprobier Zeit mit Luca, lecker türkischer Kaffee, Eis kaputt machen"
"2025-01-21","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","8.3","true","7500","true","true","1. The bird sitting on a wal, that I saw while walking to the Mensa
2. Working databites, morning I got a lot of stuff done. Afternoon i could finally work on the chatbot, which was a lot of fun.
3. Mensa with aaron and Abdul talk
4. Jeelka cuddles, afternoon walk, evening chill
5. Rachel coming over, cooking nice food, nice spaghetti
6. Still awesome morning routine, makes me feel good and energetic"
"2025-01-22","e0e084c5-2308-4080-b217-90d5875fa312","8","true","8.3","true","66","true","false","Übernachten bei Cata, Regen an den Fenstern, Präsentation Improvisieren"
"2025-01-22","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","8","true","11000","true","true","1. I enjoyed the morning routine with sport
2. I enjoyed the 4 hours of deep work for databites. Building the pivot table, got a lot done, felt great
3. Walk to Uni with audio book
4. Snacks on the train
5. Helpin tuyen with the motivational letter 
6. Mikes answer on work and free time, funny shit
7."
"2025-01-23","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7","true","5000","true","false","1. I am on my first hackathon, which is really cool. Meeting lots of new people learning cool stuff. Building a cool project.
2. Learning new technology, working out ideas
3. Curser ide is ducking sick and can do so much, it’s broken 
4. It’s a new place new experience but I feel comfortable in it
5. David is a funny guy. I wan to do more hackathons as well"
"2025-01-23","e0e084c5-2308-4080-b217-90d5875fa312","4","false","7","true","27","true","false","Cata, bei der wir übernachten können und ihre schöne Wohnung 
Neue Erfahrungen beim Hackathon, gutes Essen, sich selbst hinterfragen und besser kennenlernen, offene Menschen"
"2025-01-24","e0e084c5-2308-4080-b217-90d5875fa312","6","false","8.5","false","39","true","false","Hackathon Sieg, Leute kennenlernen, selbst noch ein paar Probleme probiert, wieder zuhause sein, Zugfahrt gut überstanden"
"2025-01-24","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","6.8","true","9000","true","false","1. Hackathon part 2. Fun, connectjg with people, geared some interesting stuff from David.
2. One the first price, was good I gues, got some price money. 
3. Got a good amount of sleep tonight and my sleep rhythm seeps to be working well. 
4. It was fun to get so much done, especially as a team"
"2025-01-25","a41f22a9-1bab-4495-bc82-949f217439ab","6","true","9.3","true","11000","false","true","1. Sleep
2. Jeelka going to restaurant together
3. Bij"
"2025-01-25","e0e084c5-2308-4080-b217-90d5875fa312","6","true","9","true","18","true","true","Spaziergang und der pinkelnde Ritter, Entspannungsmusik und Luca's Massage, Morgensport, Reflexionszeit, mit Luca Restaurants evaluieren, Kuscheln aufm Sofa, küssen, Geborgenheit"
"2025-01-26","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.8","true","8000","true","true","1. Having a Sunday with the freedom to do what I want, in the case of today, work on a new project for course recommendations.
2. The beginning of a project is really fun. Setting stuff up, seeing hints quickly develop
3. Going for a run in the vending was a great idea, made me feel good and go outside
4. Wierd food time, the koren something, really tasty, I enjoyed"
"2025-01-27","e0e084c5-2308-4080-b217-90d5875fa312","8","false","8.8","true","20","false","true","Zeitplan mit Puffer, Motivation bei Theoretical Linguistics, Präsentieren und erklären lernen, fantastisches Gespräch mit Luca und brainstromen, Lecture von Havard Typ"
"2025-01-26","e0e084c5-2308-4080-b217-90d5875fa312","6","true","8.5","true","13","true","false","Lesen, Madness Modus, Luca kocht, Fantasie"
"2025-01-27","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.8","true","8000","false","true","1. Modelling guest lecture was very nice and informative, epscialt wuesotons afterwards 
2. Jeelka talk afterwards, much think much fun
3. Good morning, good start
4. Much stuff done for databites pivot, felt good, productive
5. Chill, Audio book, and at and eating lots of left overs"
"2025-01-28","e0e084c5-2308-4080-b217-90d5875fa312","8","false","7.6","true","26","false","false","Pausen zwischendurch, Luca kuscheln, Spaß an Theoretical Linguistics, mit Oma telefonieren, über Kaffee lernen und Coxi Gespräche"
"2025-01-28","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.8","true","5500","true","true","1. Jeelka cuddles
2. Going for walk to Mensa, nice talk with Aurelio about ai and meditation. Also nice talk with chris, very funny.
3. Made Kartoffel Rösti today with jeelka, reminded me of my Oma, very tasty
4. Making could progress on swe prep. Thanks to Leon who got the old exams.
5. Sun was shining
6."
"2025-01-29","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.8","true","8500","true","true","1. Today was a good day because I had stiimlsting conversations with Tom, learned also quite a bit while coding with him
2. Morning so assistant was nice. Cool new idea of building ai generated interface
3. Baumkuchrn
4. Talking to Jenny from swe, random
But fun.
5. Talking with Tim and his friends in Mensa, socializing connecting
6. Talking to Tim
7. Coding on the learnfriend app was kind of nice, also tutoring, because not enough brake and unclear how to proceed
8. Walking to university and iSight to book"
"2025-01-31","e0e084c5-2308-4080-b217-90d5875fa312","8","true","8","true","16","true","true","Frühlingswetter, Spaziergang, Sonnenstrahlen, besseres Gefühl für Stats, in Luca's Armen Lesen, Klimmzüge,"
"2025-01-29","e0e084c5-2308-4080-b217-90d5875fa312","6","false","7.8","true","17","true","false","Tee pause auf dem Sofa, lesen, alles schaffen, Essen"
"2025-01-30","e0e084c5-2308-4080-b217-90d5875fa312","6","false","8.1","true","13","true","true","Lesen, wenig Aufgaben, Sport machen, nachts rumlaufen können"
"2025-01-30","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.5","true","8000","true","true","1. Today I studied, helped and connected with people. I like connecting with people.
2. I need little time to learn the necessary things for an exam, which is a very useful skill
3. Bjj was nice, chill, got some new moves done, could help some beginners
4. Nice food, aufbackbrötchen, gnocchi, Soja stuff
5. Listing to book nice
6. In general I have a high clarity of mind and focus. Doing morning sports and mediation feels awesome and a great start. I feel overall very productive, getting a lot done, with little time, in different areas. Be it my personal project, Databites, Uni, socializing, sport. I feel"
"2025-02-02","e0e084c5-2308-4080-b217-90d5875fa312","10","true","7.5","true","15","true","true","Spaziergang in der Sonne, Sven anklingeln, Akustik am Wasserfall vom botanischen Garten, auf Eisfläche schlittern, Hase der über die Straße rennt, Kaninchen, verwandte Seelen und über Reisen reden, in Gedanken reisen, mit Anne lachen und weinen, Luca"
"2025-01-31","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.5","true","9000","true","true","1. Excitement about Databites project with so system. Many possibilities.
2. Did a lot today, stats, swe, Databites, chill
3.sweet potato’s and garlic bread nice.
4. Listening to e dubble again"
"2025-02-01","e0e084c5-2308-4080-b217-90d5875fa312","8","true","9","false","16","true","true","Einen ähnlichen Menschen kennenlernen, Michaels Erzählungen ohne roten Faden, Bäumchen eintopfen, Gemeinsam aufm Sofa chillen, lesen, Frühlingswetter"
"2025-02-01","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","9","true","12000","true","true","1. Ausschlafen, entspannter morgen mit Jeelka, tanzen
2. Code 
3. Spaziergang, mit shila zum Markt, tasting new stuff, Backfisch
4: watching mma with Cedric, Simone, Micheal, Reinhardt, jeelka. Good conversation, funny stories from Michael, jeelka enjoy linguistic very much"
"2025-02-03","e0e084c5-2308-4080-b217-90d5875fa312","6","true","8.5","true","14","true","true","Sonne, Spazieren gehen, Autokennzeichennummer Suchspiel, Apfelstrudel"
"2025-02-02","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.5","true","19000","false","true","1. African restaurant/ food with jeelka and her aunt and her friend. Tasted a bit wierd. Heated great stories. How he got into Ghana, looking for his grandfather gold, locked in a safe, and actually managed to get it back. Cool stuff.
2. Chilling in the morning with jeelka 
3. Little bit of gaming, little bit of coding. 
4. Spaziergang mit jeelka, Sonne 
5. Brot backen und corallem essen, sehr lecker und uberrraschend satt machend"
"2025-02-03","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","8.5","true","12000","true","true","1. Meeting Florian, new interesting guy, also 3rd semester coxi, seems to be grinding as well
2. Talking to ole, about bachelor thesis and in general
3. Meeting with Basti in morning wen very well, basically a few small tasks now and then I can do whatever I want with AI!
4. Managed to hand in redirect for DHM and fetch my phone, gotta test it tomorrow
5. Made apple strudel and cinnamon rolls, good stuff
6. Going for a walk, enjoying the sun.
7. Got a lot done today, it was a long day, but I got a lot done as well"
"2025-02-04","e0e084c5-2308-4080-b217-90d5875fa312","8","true","8","true","20","true","false","Power Nap, Tee trinken und frei denken, Essen mit Hanna, zwei Klimmzüge, Motivation beim Lernen"
"2025-02-04","a41f22a9-1bab-4495-bc82-949f217439ab","8","null","8","null","3000","null","false","1. Aufback broetchen are nice
2. Talking to Chantal, talking to Hannah about AI and stuff, talking to Leon about swe, talking to Artemis about animal cognition. 
3. Talk with basti and berny, they want me to stay, made me nice offer, interested.
4. Want to learn more about models, here opportunity
5."
"2025-02-05","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","8.3","true","5000","true","true","1. Mail answer containing : do you know that moment if you can't find something? Well we couldn't find your user id in our database base, funny 
2. Insight into correlation and regression based on book thinking fast and slow. Very nice.
3. Over the last weeks I feel excited for databitss work which is nice
4. Making good progress for swe, soon write exam, then chill 
5.i feel very productive overall, getting a lot don't, which is nice. Some structure ain't bad. Happy when I wrote the 2 exams, then I can do more coding.
5, Turkish guy in Mensa talk was pleasant.
6. Is this just next word prediction? Build myself?"
"2025-02-07","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.8","true","5000","true","true","1. I learned and made a lot of progress when it comes to AI tools. I reworked the ai system for the pivot table, improved my t and my understanding of it. Also added voice input which is very nice. Fun.
2. Better understood mixed effects of lme. Basically just sd instead of s fixed value 
3. Finished with swe exam, hope I passed, but otherwise chill. 
4. Eating together with tom, Rachel, lock, jeelka nice. Talked to tom about my work and my options, virtual shares seem s cool thing.
5. Made really tasty bread, good breakfast.
6. Enjoyed talking to the freshies"
"2025-02-05","e0e084c5-2308-4080-b217-90d5875fa312","6","true","8","true","25","true","false","Bad putzen, Lesen, Spaß bei der Lecture, Haushalt schaffen, Luca"
"2025-02-06","e0e084c5-2308-4080-b217-90d5875fa312","8","true","8.8","true","40","true","true","Cooler Couchsurfing Gast, reden über Sprache, Luca und unser Alltag, Pflanzen umtopfen, Racho und Lok wiedersehen, nichts tun Pause"
"2025-02-08","e0e084c5-2308-4080-b217-90d5875fa312","6","null","7.8","null","19","null","null","Stracciatella Joghurt, müder süßer Luca, Power Nap, mein neuer Schreibtisch, basteln und Lecture gucken, raus gehen"
"2025-02-07","e0e084c5-2308-4080-b217-90d5875fa312","6","false","8.8","true","36","false","false","Couchsurfer, Air Hockey mit Lok und einer fünf Cent Münze, Schnurtelefon, Deep Learning mit Tom und viele Leute haben, die man kennt und mag, neuer Schreibtisch"
"2025-02-09","e0e084c5-2308-4080-b217-90d5875fa312","6","false","9","true","11","false","true","Study hard, Rubbenbruchsee Spaziergang, Gehirn ausruhen, auf dem Sofa liegen, über die Natur staunen, vorlesen, Massage, Luca, Sonne, der Typ mit kleinem Hund im Arm, die tief gelegte Katze"
"2025-02-08","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","7.5","true","7600","true","true","1. Doing martial arts. Standup, bjj, mma. Was good. Felt good. Although I am very exhausted since. Going for a walk was nice.
2. Eating and being with jeelka
3. Freedom to experiment with ai chatbot and trying to build cool stuff
4. Eating at sensei burrito a smash burger. I like the guy and the brushes. Although he also makes me cringe a bit.
5. Tomorrow little stats and mainly chil, I am tired."
"2025-02-09","a41f22a9-1bab-4495-bc82-949f217439ab","8","true","8","false","16200","true","true","1. The morning sunshine
2. Walk outside, listening to children of time and podcast 
3. Meeting friedi, talking about boxing, BJJ ...
4. Massage 
5. Stir fried noodles tasty 
6. Jeelka read a book to me
7. Taking my time to chill in bed."
"2025-02-10","e0e084c5-2308-4080-b217-90d5875fa312","6","false","8.8","true","20","true","true","Klausur geschafft, mit Leuten mensen, Logic Tutorium geben: Gefühl, Sachen zu verstehen und vermittelt zu können, morgens Brot holen und Sport machen, Gespräch mit Samuel"